Track_Name,Artist_Name,Album_Name,Album_Artist_Name,Album_Release_Date,Album_Release_Year,Disc_Number,Track_Number,Track_Duration_Milliseconds,Track_Duration_Seconds,Track_Duration_Minutes,Explicit,Popularity,Artist_Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time_Signature,Language
Soi Soi Deve,"Bhai Satvinder Singh (Delhi Wale), Bhai Harvinder Singh Ji",Soi Soi Deve Vol-8,"Bhai Satvinder Singh (Delhi Wale), Bhai Harvinder Singh Ji",07-11-2006,2006,1,1,338986,338.986,5.649766667,FALSE,30,shabad,0.467,0.663,9,-7.154,0,0.0426,0.262,0,0.0963,0.741,139.14,4,Punjabi
Naam Simran,Bhai Harbans Singh Ji,Naam Simran,Bhai Harbans Singh Ji,29-03-2001,2001,1,1,2791906,2791.906,46.53176667,FALSE,3,shabad,0.54,0.586,2,-12.311,0,0.0397,0.407,6.81E-06,0.183,0.742,124.746,4,Punjabi
Vin Bolea Sabh Kish Janda,Bhai Joginder Singh Riar Ludhiana Wale,Khalsa Meri Jaan Ki Jaan,Bhai Joginder Singh Riar Ludhiana Wale,01-01-2005,2005,1,2,664866,664.866,11.0811,FALSE,0,Unknown,0.621,0.803,11,-6.073,1,0.0351,0.5,0,0.133,0.883,125.991,4,Punjabi
Ik On'kār - Japji Sahib,Harshdeep Kaur,Ik On'kār - Japji Sahib,Harshdeep Kaur,13-04-2012,2012,1,1,2211000,2211,36.85,FALSE,0,"desi pop,filmi,modern bollywood,sufi",0.439,0.101,2,-14.345,1,0.0369,0.975,0,0.161,0.0507,136.198,4,Punjabi
Mittar Pyare Nu,Gurdas Maan,Punjab,Gurdas Maan,22-09-2017,2017,1,3,507053,507.053,8.450883333,FALSE,30,"classic bhangra,classic punjabi pop,desi hip hop,desi pop,filmi,punjabi pop",0.323,0.348,3,-10.173,1,0.0348,0.692,0.0182,0.161,0.352,102.142,1,Punjabi
"Rehmat - From ""Rabb Da Radio""",Tarsem Jassar,"Rehmat (From ""Rabb Da Radio"")",Tarsem Jassar,04-04-2017,2017,1,1,168246,168.246,2.8041,FALSE,33,"desi hip hop,desi pop,punjabi pop",0.449,0.875,3,-3.287,0,0.129,0.0914,0,0.136,0.382,169.756,4,Punjabi
"Satgur Pyare (From ""Ardaas Karaan"")","Sunidhi Chauhan, Devenderpal Singh","Satgur Pyare (From ""Ardaas Karaan"")","Sunidhi Chauhan\,Devenderpal Singh",27-07-2019,2019,1,1,284745,284.745,4.74575,FALSE,14,"desi hip hop,desi pop,filmi,modern bollywood,sufi",0.453,0.464,3,-8.745,0,0.0422,0.343,0.00038,0.111,0.317,139.981,4,Punjabi
"Rabba Ve (From ""High End Yaariyaan"")",B Praak,B Praak His Highness,"B Praak, Gurnazar",20-02-2020,2020,1,4,210000,210,3.5,FALSE,29,"desi pop,punjabi pop",0.448,0.719,2,-2.598,0,0.0428,0.117,0,0.231,0.449,91.818,4,Punjabi
Poota Mata Ki Aasees,Bhai Harbans Singh (Jagadhriwale),Jug Jug Satgur Dhare Avtari,Various Artists,04-07-2003,2003,1,5,536543,536.543,8.942383333,FALSE,27,shabad,0.637,0.568,9,-15.115,0,0.0404,0.614,1.60E-05,0.102,0.934,142.561,4,Punjabi
Swasan Di Mala,Bhai Harbans Singh (Jagadhriwale),Swasaan Di Mala Vol-23,Bhai Harbans Singh (Jagadhriwale),20-03-1994,1994,1,1,1926506,1926.506,32.10843333,FALSE,28,shabad,0.577,0.296,5,-12.932,0,0.236,0.953,0.0187,0.107,0.582,125.954,3,Punjabi
